id,content,answers.content,answers.activity,answers.activity,answers.activity,answers.activity,answers.activity,answers.activity,answers.atmosphere,answers.content,answers.activity,answers.activity,answers.activity,answers.activity,answers.activity,answers.activity,answers.atmosphere,answers.content,answers.activity,answers.activity,answers.activity,answers.activity,answers.activity,answers.activity,answers.atmosphere
1080,“断桥是否下过雪，我望着湖面，水中寒月如雪，指尖轻点溶解”是现代流行歌曲哪首歌的歌词？,断桥残雪,45,35,30,26,24,16,4,断桥残雪。,45,35,30,26,24,16,4,,,,,,,,
1081,待到山花烂漫时，她在丛中笑，出自毛泽东的哪部作品？,卜算子咏梅,45,35,30,26,24,16,4,卜算子咏梅。,45,35,30,26,24,16,4,,,,,,,,
1082,忽如一夜春风来，千树万树什么花开？,梨花,45,35,30,26,24,16,4,梨花。,45,35,30,26,24,16,4,,,,,,,,
1083,夜来风雨声，花落知多少的作者孟浩然是哪个朝代的？,唐代,45,35,30,26,24,16,4,唐代。,45,35,30,26,24,16,4,,,,,,,,
1084,替父从军写的是哪个人物的故事？,花木兰,45,35,30,26,24,16,4,花木兰。,45,35,30,26,24,16,4,,,,,,,,
1085,诗句：花非花，雾非雾的作者是谁？,白居易,45,35,30,26,24,16,4,白居易。,45,35,30,26,24,16,4,,,,,,,,
1086,结婚四十周年是红宝石婚吗？（请回答是或否）,是,45,35,30,26,24,16,4,是。,45,35,30,26,24,16,4,,,,,,,,
1087,结婚二十周年是什么婚？,瓷婚,45,35,30,26,24,16,4,瓷婚。,45,35,30,26,24,16,4,,,,,,,,
1088,结婚三十周年是什么婚？,珍珠婚,45,35,30,26,24,16,4,珍珠婚。,45,35,30,26,24,16,4,,,,,,,,
1089,水族姑娘出嫁后要完成的第一件事是打水还是砍柴？,打水,45,35,30,26,24,16,4,打水。,45,35,30,26,24,16,4,,,,,,,,
1090,《阿里山的姑娘》是哪个唱的是少数民族？,高山族,45,35,30,26,24,16,4,高山族。,45,35,30,26,24,16,4,,,,,,,,
1091,樱桃白兰地是用樱桃作原料酿制，对吗？（请回答对或不对）,对,45,35,30,26,24,16,4,对。,45,35,30,26,24,16,4,,,,,,,,
1092,蜜蜂中的“蜂王”是雌蜂还是雄峰？,雌蜂,45,35,30,26,24,16,4,雌蜂。,45,35,30,26,24,16,4,,,,,,,,
1093,安徒生童话《海的女儿》里，小美人鱼变成人是为了见到谁？,王子,45,35,30,26,24,16,4,王子。,45,35,30,26,24,16,4,,,,,,,,
1094,我国黎族还是高山族的妇女有嚼槟榔的习惯？,黎族,45,35,30,26,24,16,4,黎族。,45,35,30,26,24,16,4,,,,,,,,
1095,“海的女儿”是哪个城市的城徽？,哥本哈根,45,35,30,26,24,16,4,哥本哈根。,45,35,30,26,24,16,4,,,,,,,,
1096,蒙古族姑娘出嫁前要吃羊胸脯肉还是马肉？,羊胸脯肉,45,35,30,26,24,16,4,羊胸脯肉。,45,35,30,26,24,16,4,,,,,,,,
1097,成都的市花是？,芙蓉,45,35,30,26,24,16,4,芙蓉。,45,35,30,26,24,16,4,,,,,,,,
1098,傣族的傣历是否分二十四节气？（请回答是或否）,是,45,35,30,26,24,16,4,是。,45,35,30,26,24,16,4,,,,,,,,
1099,“草堂留后世，诗圣著千秋”指的是哪位诗人？,杜甫,45,35,30,26,24,16,4,杜甫。,45,35,30,26,24,16,4,,,,,,,,
1100,菊花一直放在温暖的环境里会开花吗？,不会,45,35,30,26,24,16,4,不会。,45,35,30,26,24,16,4,,,,,,,,
1101,被称为菊月的月份是几月？,九月,45,35,30,26,24,16,4,九月。,45,35,30,26,24,16,4,,,,,,,,
1102,“龙眼”又称什么？,桂圆,45,35,30,26,24,16,4,桂圆。,45,35,30,26,24,16,4,,,,,,,,
1103,电影《王子复仇记》是改编自莎士比亚的哪部作品？,哈姆雷特,45,35,30,26,24,16,4,哈姆雷特。,45,35,30,26,24,16,4,,,,,,,,
1104,被莎士比亚赞美为“天堂的苹果”的水果是？,香蕉,45,35,30,26,24,16,4,香蕉。,45,35,30,26,24,16,4,,,,,,,,
1105,李清照的《如梦令》里的“绿肥红瘦”是描写什么季节的景象？,晚春,45,35,30,26,24,16,4,晚春。,45,35,30,26,24,16,4,,,,,,,,
1106,“五十步笑百步”出自《孟子》还是《三国志》？,孟子,45,35,30,26,24,16,4,孟子。,45,35,30,26,24,16,4,,,,,,,,
1107,有“世界花城”之称的是哪个城市？,巴黎,45,35,30,26,24,16,4,巴黎。,45,35,30,26,24,16,4,,,,,,,,
1108,希腊神话中，智慧和战争女神是谁？,雅典娜,45,35,30,26,24,16,4,雅典娜。,45,35,30,26,24,16,4,,,,,,,,
1109,《别爱苏黎世》故事中花念容与爱德华相遇的地方是勃朗峰广场？（请回答是或否）,是,45,35,30,26,24,16,4,是。,45,35,30,26,24,16,4,,,,,,,,
1110,李清照诗：生当作人杰，死亦为鬼雄。鬼雄一词出自？,诗经,45,35,30,26,24,16,4,诗经。,45,35,30,26,24,16,4,,,,,,,,
1111,蝴蝶翅膀上的粉末是用来防水的吗？（请回答是或否）,是,45,35,30,26,24,16,4,是。,45,35,30,26,24,16,4,,,,,,,,
1112,雌蚕和雄蚕都吐丝，对吗？（请回答对或错）,错,45,35,30,26,24,16,4,错。,45,35,30,26,24,16,4,,,,,,,,
1113,创作歌剧《魔笛》的是谁？,莫扎特,45,35,30,26,24,16,4,莫扎特。,45,35,30,26,24,16,4,,,,,,,,
1114,国画《愚公移山》作者是谁？,徐悲鸿,45,35,30,26,24,16,4,徐悲鸿。,45,35,30,26,24,16,4,,,,,,,,
1115,皮影戏属于戏剧的一种吗？,属于,45,35,30,26,24,16,4,属于。,45,35,30,26,24,16,4,,,,,,,,
1116,日内瓦是瑞士的首都吗？（请回答是或不是）,不是,45,35,30,26,24,16,4,不是。,45,35,30,26,24,16,4,,,,,,,,
1117,《离骚》的作者是屈原吗？（请回答是或否）,是,45,35,30,26,24,16,4,是。,45,35,30,26,24,16,4,,,,,,,,
1118,蓝鲸长牙齿吗？,不长,45,35,30,26,24,16,4,不长。,45,35,30,26,24,16,4,,,,,,,,
1119,君子兰是不是兰花？（请回答是或不是）,不是,45,35,30,26,24,16,4,不是。,45,35,30,26,24,16,4,,,,,,,,
1120,中国首位太空人是谁？,杨利伟,45,35,30,26,24,16,4,杨利伟。,45,35,30,26,24,16,4,,,,,,,,
1121,《三国演义》中，有“卧龙”之称的是谁？,诸葛亮,45,35,30,26,24,16,4,诸葛亮。,45,35,30,26,24,16,4,,,,,,,,
1122,百合代表的意义是纯洁吗？（请回答是或否）,是,45,35,30,26,24,16,4,是。,45,35,30,26,24,16,4,,,,,,,,
1123,草莓的花通常是什么颜色？,白色,45,35,30,26,24,16,4,白色。,45,35,30,26,24,16,4,,,,,,,,
1124,灯影牛肉是什么菜系的菜？,川菜,45,35,30,26,24,16,4,川菜。,45,35,30,26,24,16,4,,,,,,,,
1125,《巴黎飞鱼》中茜茜莉娅是否憧憬东方的生活？（请回答是或否）,是,45,35,30,26,24,16,4,是。,45,35,30,26,24,16,4,,,,,,,,
1126,《罗密欧与朱丽叶》的故事诞生于维罗纳？（请回答是或否）,是,45,35,30,26,24,16,4,是。,45,35,30,26,24,16,4,,,,,,,,
1127,万有引力是谁发现?,牛顿,45,35,30,26,24,16,4,牛顿。,45,35,30,26,24,16,4,,,,,,,,
1128,鳄鱼是哺乳动物吗？（请回答是或不是）,不是,45,35,30,26,24,16,4,不是。,45,35,30,26,24,16,4,,,,,,,,
1129,阿里巴巴和四十大盗的故事中打开石门的咒语是？,芝麻开门,45,35,30,26,24,16,4,芝麻开门。,45,35,30,26,24,16,4,,,,,,,,
1130,江西的简称是？,赣,45,35,30,26,24,16,4,赣。,45,35,30,26,24,16,4,,,,,,,,
1131,山西的简称是？,晋,45,35,30,26,24,16,4,晋。,45,35,30,26,24,16,4,,,,,,,,
1132,阿芙罗狄忒支配的金星是否是双子座的守护星？（请回答是或否）,否,45,35,30,26,24,16,4,否。,45,35,30,26,24,16,4,,,,,,,,
1133,人的胃液是酸性还是碱性？,酸性,45,35,30,26,24,16,4,酸性。,45,35,30,26,24,16,4,,,,,,,,
1134,被称为北方罗马的德国城市是？,科隆,45,35,30,26,24,16,4,科隆。,45,35,30,26,24,16,4,,,,,,,,
1135,台湾省最高的首府是哪里？,台北,45,35,30,26,24,16,4,台北。,45,35,30,26,24,16,4,,,,,,,,
1136,夹竹桃有毒，对吗？（请回答对或错）,对,45,35,30,26,24,16,4,对。,45,35,30,26,24,16,4,,,,,,,,
1137,刘秀是光武帝吗？（请回答是或否）,是,45,35,30,26,24,16,4,是。,45,35,30,26,24,16,4,,,,,,,,
1138,《剑客行》是金庸写的吗？（请回答是或不是）,不是,45,35,30,26,24,16,4,不是。,45,35,30,26,24,16,4,,,,,,,,
1139,归园田居的作者是谁？,陶渊明,45,35,30,26,24,16,4,陶渊明。,45,35,30,26,24,16,4,,,,,,,,
1140,荷兰的风车主要是用来排水的么？（请回答是或不是）,是,45,35,30,26,24,16,4,是。,45,35,30,26,24,16,4,,,,,,,,
1141,白蚁会飞吗？（请回会是或不会）,会,45,35,30,26,24,16,4,会。,45,35,30,26,24,16,4,,,,,,,,
1142,哪种花卉有“花中君子”之称？,莲花,45,35,30,26,24,16,4,莲花。,45,35,30,26,24,16,4,,,,,,,,
1143,“豫”是哪个省份的简称？,河南,45,35,30,26,24,16,4,河南。,45,35,30,26,24,16,4,,,,,,,,
1144,世界绿地最多的国家是加拿大吗？（请回答是或否）,是,45,35,30,26,24,16,4,是。,45,35,30,26,24,16,4,,,,,,,,
1145,发簪最初是防身武器吗？（请回答是或否）,是,45,35,30,26,24,16,4,是。,45,35,30,26,24,16,4,,,,,,,,
1146,哪一位曾被称为“药王”？,孙思邈,45,35,30,26,24,16,4,孙思邈。,45,35,30,26,24,16,4,,,,,,,,
1147,被称为“煤海”的是哪个省？,山西,45,35,30,26,24,16,4,山西。,45,35,30,26,24,16,4,,,,,,,,
1148,红、黄、蓝三种颜色加在一起会得到什么颜色？,黑色,45,35,30,26,24,16,4,黑色。,45,35,30,26,24,16,4,,,,,,,,
1149,蛇有几颗毒牙？（请用阿拉伯数字回答）,2,45,35,30,26,24,16,4,2。,45,35,30,26,24,16,4,,,,,,,,
1150,藕是莲的什么？,茎,45,35,30,26,24,16,4,茎。,45,35,30,26,24,16,4,,,,,,,,
1151,金庸的最后一部武侠小说是哪一部？,鹿鼎记,45,35,30,26,24,16,4,鹿鼎记。,45,35,30,26,24,16,4,,,,,,,,
1152,白鳍豚有长江女神的美誉，对吗？（请回答对或错）,对,45,35,30,26,24,16,4,对。,45,35,30,26,24,16,4,,,,,,,,
1153,《红楼梦》中有“黛玉葬花”的情节，这一情节是源自唐伯虎吗？（请回答是或否）,是,45,35,30,26,24,16,4,是。,45,35,30,26,24,16,4,,,,,,,,
1154,谁知盘中餐，粒粒皆辛苦。选自李绅的《悯农》，对吗？（请回答对或错）,对,45,35,30,26,24,16,4,对。,45,35,30,26,24,16,4,,,,,,,,
1155,醉卧沙场君莫笑，古来征战几人回？选自王翰的《凉州词》，对吗？（请回答对或错）,对,45,35,30,26,24,16,4,对。,45,35,30,26,24,16,4,,,,,,,,
1156,劝君更尽一杯酒，西出阳关无故人。选自王维的《送元二使安西》，对吗？（请回答对或错）,对,45,35,30,26,24,16,4,对。,45,35,30,26,24,16,4,,,,,,,,
1157,“烟笼寒水月笼沙”的下一句是什么？,夜泊秦淮近酒家,45,35,30,26,24,16,4,夜泊秦淮近酒家。,45,35,30,26,24,16,4,,,,,,,,
1158,“春蚕到死丝方尽”的下一句是什么？,蜡炬成灰泪始干,45,35,30,26,24,16,4,蜡炬成灰泪始干。,45,35,30,26,24,16,4,,,,,,,,
1159,柴门闻犬吠，风雪夜归人。选自刘长卿的《逢雪宿芙蓉山主人》，对吗？（请回答对或错）,对,45,35,30,26,24,16,4,对。,45,35,30,26,24,16,4,,,,,,,,
1160,李白笔下的“飞流直下三千尺，疑是银河落九天”指的是哪个风景区？,庐山,45,35,30,26,24,16,4,庐山。,45,35,30,26,24,16,4,,,,,,,,
1161,谁言寸草心，报得三春晖。”表达的思想感情是父子情深，对还是错？（请回答对或错）,错,45,35,30,26,24,16,4,错。,45,35,30,26,24,16,4,,,,,,,,
1162,“飞上枝头变凤凰”原来是指哪位美女？,陈圆圆,45,35,30,26,24,16,4,陈圆圆。,45,35,30,26,24,16,4,,,,,,,,
1163,“大风起兮云飞扬，威加海内兮归故乡，安得猛士兮守四方”，出自刘备的《大风歌》吗？（请回答对或错）,错,45,35,30,26,24,16,4,错。,45,35,30,26,24,16,4,,,,,,,,
1164,白居易因为有爱酒的嗜好，为自己起了一个什么雅号？,醉吟先生,45,35,30,26,24,16,4,醉吟先生。,45,35,30,26,24,16,4,,,,,,,,
1165,“国耻未雪，何由成名。”这一名句出自于李白的《独漉篇》，这首诗当中的“国耻”是指什么？,安史之乱,45,35,30,26,24,16,4,安史之乱。,45,35,30,26,24,16,4,,,,,,,,
1166,“弄涛儿向涛头立，手把红旗旗不湿。”请问这句诗描写的是杭州的哪个景点？,钱塘江,45,35,30,26,24,16,4,钱塘江。,45,35,30,26,24,16,4,,,,,,,,
1167,“楼下长江百丈清，山头落日半轮明。”是杜甫的登楼吊古之作，请问杜甫吊览的是哪座名楼而作？,越王楼,45,35,30,26,24,16,4,越王楼。,45,35,30,26,24,16,4,,,,,,,,
1168,李白在《阳春歌》中写道：“飞燕皇后轻身舞，紫宫夫人绝世歌。”请问诗中的“绝世歌”指的是谁的作品？,李延年,45,35,30,26,24,16,4,李延年。,45,35,30,26,24,16,4,,,,,,,,
1169,五个成语各取一字组成一句诗：“独步天下，乐此不疲，同甘共苦，浪迹天涯，时光荏苒。”,天涯共此时,45,35,30,26,24,16,4,天涯共此时。,45,35,30,26,24,16,4,,,,,,,,
1170,中国古代的第一位田园诗人是谁？,陶渊明,45,35,30,26,24,16,4,陶渊明。,45,35,30,26,24,16,4,,,,,,,,
1171,《凤求凰》演绎的是司马相如和卓文君的爱情故事，对吗？（请回答对或错）,对,45,35,30,26,24,16,4,对。,45,35,30,26,24,16,4,,,,,,,,
1172,“不为五斗米折腰”源于对我国哪位诗人高尚气节的评价？,陶渊明,45,35,30,26,24,16,4,陶渊明。,45,35,30,26,24,16,4,,,,,,,,
1173,“功盖三分国，名成八阵图。”是赞扬哪位历史人物？,诸葛亮,45,35,30,26,24,16,4,诸葛亮。,45,35,30,26,24,16,4,,,,,,,,
1174,诗句“京口瓜州一水间，钟山只隔数重山。”中的“一水”指的是什么？,长江,45,35,30,26,24,16,4,长江。,45,35,30,26,24,16,4,,,,,,,,
1175,白居易的作品《阿崔》中的“阿崔”和白居易是什么关系？,父子,45,35,30,26,24,16,4,父子。,45,35,30,26,24,16,4,,,,,,,,
1176,“雁柱十三弦，一一春笃语。”，其中的“雁柱十三弦”是指哪种乐器？,古筝,45,35,30,26,24,16,4,古筝。,45,35,30,26,24,16,4,,,,,,,,
1177,“楼观沧海日，门对浙江湖。”请问这句诗描述的是是杭州哪个著名的古迹？,灵隐寺,45,35,30,26,24,16,4,灵隐寺。,45,35,30,26,24,16,4,,,,,,,,
1178,“若言琴上有琴声，放在匣中何不鸣？若言声在指头上，何不于君指上听？”出自于谁的笔下的？,苏轼,45,35,30,26,24,16,4,苏轼。,45,35,30,26,24,16,4,,,,,,,,
1179,“如何一别朱仙镇，不见将军奏凯歌。”这首诗歌颂的是哪位民族英雄？,岳飞,45,35,30,26,24,16,4,岳飞。,45,35,30,26,24,16,4,,,,,,,,
1180,“睨柱吞赢，回旗走懿，千古冲冠发。”请问诗中的“睨柱吞赢”是指什么故事？,完璧归赵,45,35,30,26,24,16,4,完璧归赵。,45,35,30,26,24,16,4,,,,,,,,
1181,王维的《夷门歌》是引用了什么典故？,窃符救赵,45,35,30,26,24,16,4,窃符救赵。,45,35,30,26,24,16,4,,,,,,,,
1182,“得黄金百斤，不如得季布一诺。”请问这句诗和俗语当中包含着哪个成语？,一诺千金,45,35,30,26,24,16,4,一诺千金。,45,35,30,26,24,16,4,,,,,,,,
1183,诗句“水殿清风玉户开，飞光千点去还来。”描写的是哪种昆虫？,萤火虫,45,35,30,26,24,16,4,萤火虫。,45,35,30,26,24,16,4,,,,,,,,
1184,“昔年有狂客，号尔谪仙人。”诗中的“谪仙人”指哪位诗人？,李白,45,35,30,26,24,16,4,李白。,45,35,30,26,24,16,4,,,,,,,,
1185,“字字看来都是血，十年辛苦不寻常。”是哪位名家对自己作品的“自评诗”？,曹雪芹,45,35,30,26,24,16,4,曹雪芹。,45,35,30,26,24,16,4,,,,,,,,
1186,“春宵一刻值千金”出自哪位宋代名诗人之手？,苏轼,45,35,30,26,24,16,4,苏轼。,45,35,30,26,24,16,4,,,,,,,,
1187,《敕勒歌》是由当时哪种语言译成汉语的？,鲜卑语,45,35,30,26,24,16,4,鲜卑语。,45,35,30,26,24,16,4,,,,,,,,
1188,唐代哪位诗人留存的诗作最多？,白居易,45,35,30,26,24,16,4,白居易。,45,35,30,26,24,16,4,,,,,,,,
1189,高适的《别董大》中的“董大”是什么职业？,琴师,45,35,30,26,24,16,4,琴师。,45,35,30,26,24,16,4,,,,,,,,
1190,《诗经蒹葭》中的“蒹葭”是哪种植物？,芦苇,45,35,30,26,24,16,4,芦苇。,45,35,30,26,24,16,4,,,,,,,,
1191,唐宋八大家之首是哪位诗人？,韩愈,45,35,30,26,24,16,4,韩愈。,45,35,30,26,24,16,4,,,,,,,,
1192,词人柳永的原名叫什么？,柳三变,45,35,30,26,24,16,4,柳三变。,45,35,30,26,24,16,4,,,,,,,,
1193,辛弃疾的《破阵子》中，“八百里分麾下炙”的“八百里”是指什么？,牛,45,35,30,26,24,16,4,牛。,45,35,30,26,24,16,4,,,,,,,,
1194,电影《让子弹飞》中有一句台词，“大风起兮云飞扬”出自于哪位历史人物？,刘邦,45,35,30,26,24,16,4,刘邦。,45,35,30,26,24,16,4,,,,,,,,
1195,古代哪位诗人号称“五柳先生”？,陶渊明,45,35,30,26,24,16,4,陶渊明。,45,35,30,26,24,16,4,,,,,,,,
1196,成语“才高八斗”是夸赞哪位诗人？,曹植,45,35,30,26,24,16,4,曹植。,45,35,30,26,24,16,4,,,,,,,,
1197,相传孟浩然偶遇皇帝，向皇帝读了一首《岁暮归南山》，这位皇帝是谁？,唐玄宗,45,35,30,26,24,16,4,唐玄宗。,45,35,30,26,24,16,4,,,,,,,,
1198,唐代哪位诗人被称为“诗佛”？,王维,45,35,30,26,24,16,4,王维。,45,35,30,26,24,16,4,,,,,,,,
1199,李商隐的《霜月》中写道：“青女素娥俱耐冷”中的“素娥”是指谁？,嫦娥,45,35,30,26,24,16,4,嫦娥。,45,35,30,26,24,16,4,,,,,,,,
1200,《琵琶行》是白居易在什么季节写的这首诗？,秋季,45,35,30,26,24,16,4,秋季。,45,35,30,26,24,16,4,,,,,,,,
1201,中国古代被称为“花间鼻祖”的词人是谁？,温庭筠,45,35,30,26,24,16,4,温庭筠。,45,35,30,26,24,16,4,,,,,,,,
1202,宋词《贺新郎乳燕飞华屋》的作者是谁？,苏轼,45,35,30,26,24,16,4,苏轼。,45,35,30,26,24,16,4,,,,,,,,
1203,唐玄宗读到哪位诗人的诗，曾拍案叫绝，说“此真天才也”？,李白,45,35,30,26,24,16,4,李白。,45,35,30,26,24,16,4,,,,,,,,
1204,梁启超诗云“诗界千年靡风，兵魂销尽国魂空。集中十九从军乐，亘古男儿一放翁。”称赞的是谁？,陆游,45,35,30,26,24,16,4,陆游。,45,35,30,26,24,16,4,,,,,,,,
1205,“南渡江山底事传，扶危定倾赖红颜。”诗句中的“红颜”是哪位古代的巾帼英雄？,梁红玉,45,35,30,26,24,16,4,梁红玉。,45,35,30,26,24,16,4,,,,,,,,
1206,“绝代有佳人，幽居在空谷。”的作者是谁？,杜甫,45,35,30,26,24,16,4,杜甫。,45,35,30,26,24,16,4,,,,,,,,
1207,“东风不与周郎便，铜雀春深锁二乔。”这两句诗是记录历史上哪场战争？,赤壁之战,45,35,30,26,24,16,4,赤壁之战。,45,35,30,26,24,16,4,,,,,,,,
1208,《汉宫曲》中描写的“能做掌中舞”的古代美女是谁？,赵飞燕,45,35,30,26,24,16,4,赵飞燕。,45,35,30,26,24,16,4,,,,,,,,
1209,五个成语各取一字组成一句诗：“哗众取宠，博览群书，跋山涉水，不可一世，大同小异”,一览众山小,45,35,30,26,24,16,4,一览众山小。,45,35,30,26,24,16,4,,,,,,,,
1210,杜甫的《望岳》写道：“岱宗夫如何？齐鲁青未了。”诗中的“岱宗”是指什么？,泰山,45,35,30,26,24,16,4,泰山。,45,35,30,26,24,16,4,,,,,,,,
1211,杜甫的《蜀相》中写道：“出师未捷身先死，长使英雄泪满襟”感慨的是哪位历史人物？,诸葛亮,45,35,30,26,24,16,4,诸葛亮。,45,35,30,26,24,16,4,,,,,,,,
1212,中国古代第一位山水诗人是谁？,谢灵运,45,35,30,26,24,16,4,谢灵运。,45,35,30,26,24,16,4,,,,,,,,
1213,中国的“初唐四杰”中哪位诗人被称为“诗杰”？,王勃,45,35,30,26,24,16,4,王勃。,45,35,30,26,24,16,4,,,,,,,,
1214,诗句“吴酒一杯春竹叶，吴娃双舞醉芙蓉。”是描写哪个地方的景点？,苏州,45,35,30,26,24,16,4,苏州。,45,35,30,26,24,16,4,,,,,,,,
1215,唐朝哪位诗人秉性放达，自号“四明狂客”，人称他为“诗狂”？,贺知章,45,35,30,26,24,16,4,贺知章。,45,35,30,26,24,16,4,,,,,,,,
1216,中国南宋时期哪位豪放派词人被称为“词中之龙”？,辛弃疾,45,35,30,26,24,16,4,辛弃疾。,45,35,30,26,24,16,4,,,,,,,,
1217,曾经享受过“力士脱靴，贵妃研墨”的诗人是谁？,李白,45,35,30,26,24,16,4,李白。,45,35,30,26,24,16,4,,,,,,,,
1218,诗句“举世皆浊我独清，众人皆醉我独醒。”是哪位诗人的感叹？,屈原,45,35,30,26,24,16,4,屈原。,45,35,30,26,24,16,4,,,,,,,,
1219,“朱雀桥边野草花，乌衣巷口夕阳斜。”诗中的“朱雀桥”和“乌衣巷”是在我国哪座城市？,南京,45,35,30,26,24,16,4,南京。,45,35,30,26,24,16,4,,,,,,,,
1220,唐朝哪位诗擅长五言诗，他的五言诗作是全部诗作的十分之七八，人称他为“五言长城”？,刘长卿,45,35,30,26,24,16,4,刘长卿。,45,35,30,26,24,16,4,,,,,,,,
1221,陆游的诗句“莫笑农家腊酒浑，丰年留客足鸡豚。”其中的“豚”是指什么？,猪,45,35,30,26,24,16,4,猪。,45,35,30,26,24,16,4,,,,,,,,
1222,“君不见沙场征战苦，至今犹忆李将军。”请问“李将军”是谁？,李广,45,35,30,26,24,16,4,李广。,45,35,30,26,24,16,4,,,,,,,,
1223,请问苏洵和文学家苏轼是什么关系？,父子,45,35,30,26,24,16,4,父子。,45,35,30,26,24,16,4,,,,,,,,
1224,《悲愤诗》的作者是哪位女诗人？,蔡文姬,45,35,30,26,24,16,4,蔡文姬。,45,35,30,26,24,16,4,,,,,,,,
1225,“香山居士”是唐朝的哪一位诗人的别名？,白居易,45,35,30,26,24,16,4,白居易。,45,35,30,26,24,16,4,,,,,,,,
1226,卡萨布兰卡是否代表了伟大的爱？（请回答是或不是）,是,45,35,30,26,24,16,4,是。,45,35,30,26,24,16,4,,,,,,,,
1227,“故人西辞黄鹤楼，烟花三月下扬州。”请问诗中的“故人”是谁？,孟浩然,45,35,30,26,24,16,4,孟浩然。,45,35,30,26,24,16,4,,,,,,,,
1228,请问“刚直不阿，留将正气冲霄汉；幽愁发愤，著成信史照尘寰。”颂扬的是哪位历史人物？,司马迁,45,35,30,26,24,16,4,司马迁。,45,35,30,26,24,16,4,,,,,,,,
1229,有“七律圣手”之称的唐代诗人是谁？,李商隐,45,35,30,26,24,16,4,李商隐。,45,35,30,26,24,16,4,,,,,,,,
1230,“山不厌高，水不厌深。”是出自曹操的哪首诗？,短歌行,45,35,30,26,24,16,4,短歌行。,45,35,30,26,24,16,4,,,,,,,,
1231,“纵被春风吹作雪，绝胜南陌碾成尘。”描写的是什么花？,杏花,45,35,30,26,24,16,4,杏花。,45,35,30,26,24,16,4,,,,,,,,
1232,“数萼初含雪，孤标画本难。”描写的是什么花？,梅花,45,35,30,26,24,16,4,梅花。,45,35,30,26,24,16,4,,,,,,,,
1233,词语“寒蟾、素魄”在古诗词中用来指代什么？,月亮,45,35,30,26,24,16,4,月亮。,45,35,30,26,24,16,4,,,,,,,,
1234,“东君”这个词在古诗词是指代什么？,太阳,45,35,30,26,24,16,4,太阳。,45,35,30,26,24,16,4,,,,,,,,
1235,杜牧的《秋夕》描写的是什么人孤独寂寞的心境？,宫女,45,35,30,26,24,16,4,宫女。,45,35,30,26,24,16,4,,,,,,,,
1236,“唐人惟子厚深得骚学”这是南宋著名诗论家严羽对哪位诗人的评价？,柳宗元,45,35,30,26,24,16,4,柳宗元。,45,35,30,26,24,16,4,,,,,,,,
1237,诗句“湖光秋月两相和，潭面无风镜未磨”描写的是什么景物？,洞庭湖,45,35,30,26,24,16,4,洞庭湖。,45,35,30,26,24,16,4,,,,,,,,
1238,杜甫的诗句“两个黄鹂鸣翠柳，一行白鹭上青天。”中包含了是四种颜色吗？（请回答是或不是）,是,45,35,30,26,24,16,4,是。,45,35,30,26,24,16,4,,,,,,,,
1239,诗句“忽如一夜春风来，千树万树梨花开”描写的是哪个季节？,冬季,45,35,30,26,24,16,4,冬季。,45,35,30,26,24,16,4,,,,,,,,
1240,“多情自古伤离别，更那堪冷落清秋节。”的作者是谁？,柳永,45,35,30,26,24,16,4,柳永。,45,35,30,26,24,16,4,,,,,,,,
1241,曹植的《七步诗》是表达了对谁的强烈不满？,曹丕,45,35,30,26,24,16,4,曹丕。,45,35,30,26,24,16,4,,,,,,,,
1242,“苏堤春晓”是杭州的十景之首，首中的“苏堤”是和哪位诗人有关？,苏轼,45,35,30,26,24,16,4,苏轼。,45,35,30,26,24,16,4,,,,,,,,
1243,宋代的词人柳永自称是“奉旨填词”，这源于哪位皇帝对他做的评价？,宋仁宗,45,35,30,26,24,16,4,宋仁宗。,45,35,30,26,24,16,4,,,,,,,,
1244,“为谁辛苦为谁甜。”是出自于唐代诗罗隐的笔下，请问这是诗人赞美哪种昆虫所作的？,蜜蜂,45,35,30,26,24,16,4,蜜蜂。,45,35,30,26,24,16,4,,,,,,,,
1245,王昌龄的诗句“芙蓉向脸两边开”中的“芙蓉”是指现在的什么花？,荷花,45,35,30,26,24,16,4,荷花。,45,35,30,26,24,16,4,,,,,,,,
1246,“只许州官放火，不许百姓点灯。”请问这句话出自哪位诗人之手？,陆游,45,35,30,26,24,16,4,陆游。,45,35,30,26,24,16,4,,,,,,,,
1247,曹雪芹在《红楼梦》中写道:“天下无能第一，古今不肖无双”，请问描写的是谁？,贾宝玉,45,35,30,26,24,16,4,贾宝玉。,45,35,30,26,24,16,4,,,,,,,,
1248,卢纶的《塞下曲》描写的是汉朝哪位将军猎虎的故事？,李广,45,35,30,26,24,16,4,李广。,45,35,30,26,24,16,4,,,,,,,,
1249,陆游的《剑门道中遇微雨》根据诗句中的描述当时经过剑门山时搭乘的是什么交通工具？,驴,45,35,30,26,24,16,4,驴。,45,35,30,26,24,16,4,,,,,,,,
1250,“愿我的传奇常留世人心中，永远鲜明如新”是香奈儿小姐的名言？（请回答是或不是）,是,45,35,30,26,24,16,4,是。,45,35,30,26,24,16,4,,,,,,,,
1251,著名女词人李清照的第一任丈夫是谁？,赵明诚,45,35,30,26,24,16,4,赵明诚。,45,35,30,26,24,16,4,,,,,,,,
1252,“莫道不销魂，帘卷西风，人比黄花瘦。”请问这首词是作于什么节日？,重阳节,45,35,30,26,24,16,4,重阳节。,45,35,30,26,24,16,4,,,,,,,,
